,,,,,,,,,,,,,,,,,,,,,,,,,,
업종코드-10차 표준산업분류 연계표,,,,,,,,,,,,,,,,,,,,,,,,,,
일련번호,,,,,,,,,,,,,,,,,,,,,,,,세부설명,,
,"2021년 귀속
업종코드",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,"표준산업
분류",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,메인,,,
1271,741400,M,"전문, 과학 및 기술 서비스업",74,전문 서비스업,741,회사 본부 및 경영 컨설팅 서비스업,7414,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업,1,71531,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,715,회사본부 및 경영 컨설팅 서비스업,7153,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업,2,1,,,
1272,741401,M,"전문, 과학 및 기술 서비스업",74,전문 서비스업,741,회사 본부 및 경영 컨설팅 서비스업,7414,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업(경영지도사),1,71531,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,715,회사본부 및 경영 컨설팅 서비스업,7153,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업,2,,경영지도사,,
1273,741403,M,"전문, 과학 및 기술 서비스업",74,전문 서비스업,741,회사 본부 및 경영 컨설팅 서비스업,7414,경영 컨설팅 및 공공 관계 서비스업,공공관계 서비스업,1,71532,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,715,회사본부 및 경영 컨설팅 서비스업,7153,경영 컨설팅 및 공공 관계 서비스업,공공관계 서비스업,1,,,,
1274,742101,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,기타 과학기술 서비스업,7421,"측량, 지질 조사 및 지도 제작업",측량업,1,72921,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729,기타 과학기술 서비스업,7292,"측량, 지질 조사 및 지도 제작업",측량업,1,,,,
1275,742102,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,기타 과학기술 서비스업,7421,"측량, 지질 조사 및 지도 제작업",지도 제작업,1,72924,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729,기타 과학기술 서비스업,7292,"측량, 지질 조사 및 지도 제작업",지도 제작업,1,,,,
1276,742103,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421,건축 및 조경 설계 서비스업,건축 설계 및 관련 서비스업,1,72111,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7211,건축 및 조경 설계 서비스업,건축 설계 및 관련 서비스업,2,1,,,
1277,742104,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421,엔지니어링 서비스업,기타 엔지니어링 서비스업,1,72129,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212,엔지니어링 서비스업,기타 엔지니어링 서비스업,1,,,,
1278,742105,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421,건축 및 조경 설계 서비스업,건축 설계 및 관련 서비스업(건축사),1,72111,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7211,건축 및 조경 설계 서비스업,건축 설계 및 관련 서비스업,2,,건축사,,
1279,742106,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421,엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업(기술사),1,72121,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212,엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,2,,기술사,,
1280,742107,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421,건축 및 조경 설계 서비스업,도시 계획 및 조경 설계 서비스업,1,72112,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7211,건축 및 조경 설계 서비스업,도시 계획 및 조경 설계 서비스업,1,,,,
1281,742108,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,기타 과학기술 서비스업,7421,"측량, 지질 조사 및 지도 제작업",제도업,1,72922,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729,기타 과학기술 서비스업,7292,"측량, 지질 조사 및 지도 제작업",제도업,1,,,,
1282,742109,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421,엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,1,72121,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212,엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,2,1,,,
1283,742110,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421,엔지니어링 서비스업,환경 관련 엔지니어링 서비스업,1,72122,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212,엔지니어링 서비스업,환경 관련 엔지니어링 서비스업,1,,,,
1284,742113,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,기타 과학기술 서비스업,7421,"측량, 지질 조사 및 지도 제작업",지질 조사 및 탐사업,1,72923,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729,기타 과학기술 서비스업,7292,"측량, 지질 조사 및 지도 제작업",지질 조사 및 탐사업,1,,,,
1285,742201,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,기타 과학기술 서비스업,7422,"기술 시험, 검사 및 분석업","기타 기술 시험, 검사 및 분석업",1,72919,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729,기타 과학기술 서비스업,7291,"기술 시험, 검사 및 분석업","기타 기술 시험, 검사 및 분석업",2,1,,,
1286,742202,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,기타 과학기술 서비스업,7422,"기술 시험, 검사 및 분석업","기타 기술 시험, 검사 및 분석업(기술지도사)",1,72919,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729,기타 과학기술 서비스업,7291,"기술 시험, 검사 및 분석업","기타 기술 시험, 검사 및 분석업",2,,기술지도사,,
1287,742203,M,"전문, 과학 및 기술 서비스업",74,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742,기타 과학기술 서비스업,7422,"기술 시험, 검사 및 분석업",물질 성분 검사 및 분석업,1,72911,M,"전문, 과학 및 기술 서비스업",72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729,기타 과학기술 서비스업,7291,"기술 시험, 검사 및 분석업",물질 성분 검사 및 분석업,1,,,,
1288,743001,M,"전문, 과학 및 기술 서비스업",74,전문 서비스업,743,광고업,7430,기타 광고업,옥외 및 전시 광고업,1,71391,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,713,광고업,7139,기타 광고업,옥외 및 전시 광고업,1,,,,
1289,743002,M,"전문, 과학 및 기술 서비스업",74,전문 서비스업,743,광고업,7430,광고 대행업,광고 대행업,1,71310,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,713,광고업,7131,광고 대행업,광고 대행업,1,,,,
1290,743003,M,"전문, 과학 및 기술 서비스업",74,전문 서비스업,743,광고업,7430,기타 광고업,광고 매체 판매업,1,71392,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,713,광고업,7139,기타 광고업,광고 매체 판매업,1,,,,
1291,743004,M,"전문, 과학 및 기술 서비스업",74,전문 서비스업,743,광고업,7430,기타 광고업,"광고물 문안, 도안, 설계 등 작성업",1,71393,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,713,광고업,7139,기타 광고업,"광고물 문안, 도안, 설계 등 작성업",1,,,,
1292,743005,M,"전문, 과학 및 기술 서비스업",74,전문 서비스업,743,광고업,7430,기타 광고업,그 외 기타 광고 관련 서비스업,1,71399,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,713,광고업,7139,기타 광고업,그 외 기타 광고 관련 서비스업,1,,,,
1293,749400,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,사진 촬영 및 처리업,7494,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,1,73301,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",733,사진 촬영 및 처리업,7330,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,2,1,,,
1294,749402,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,사진 촬영 및 처리업,7494,사진 촬영 및 처리업,상업용 사진 촬영업,1,73302,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",733,사진 촬영 및 처리업,7330,사진 촬영 및 처리업,상업용 사진 촬영업,1,,,,
1295,749403,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,사진 촬영 및 처리업,7494,사진 촬영 및 처리업,사진 처리업,1,73303,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",733,사진 촬영 및 처리업,7330,사진 촬영 및 처리업,사진 처리업,1,,,,
1296,749902,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,"그 외 기타 전문, 과학 및 기술 서비스업",7499,"그 외 기타 전문, 과학 및 기술 서비스업",번역 및 통역 서비스업,1,73902,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",739,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업",번역 및 통역 서비스업,1,,,,
1297,749903,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,"그 외 기타 전문, 과학 및 기술 서비스업",7499,"그 외 기타 전문, 과학 및 기술 서비스업",사업 및 무형 재산권 중개업,1,73903,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",739,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업",사업 및 무형 재산권 중개업,2,2,사업 재산권 중개업,,
1298,749910,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,전문 디자인업,7499,전문 디자인업,시각 디자인업,1,73203,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",732,전문 디자인업,7320,전문 디자인업,시각 디자인업,1,,,,
1299,749911,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,"그 외 기타 전문, 과학 및 기술 서비스업",7499,"그 외 기타 전문, 과학 및 기술 서비스업",매니저업,1,73901,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",739,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업",매니저업,1,,,,
1300,749912,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,"그 외 기타 전문, 과학 및 기술 서비스업",7499,"그 외 기타 전문, 과학 및 기술 서비스업","물품 감정, 계량 및 견본 추출업",1,73904,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",739,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업","물품 감정, 계량 및 견본 추출업",1,,,,
1301,749914,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,전문 디자인업,7499,전문 디자인업,인테리어 디자인업,1,73201,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",732,전문 디자인업,7320,전문 디자인업,인테리어 디자인업,1,,,,
1302,749915,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,전문 디자인업,7499,전문 디자인업,제품 디자인업,1,73202,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",732,전문 디자인업,7320,전문 디자인업,제품 디자인업,1,,,,
1303,749916,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,전문 디자인업,7499,전문 디자인업,"패션, 섬유류 및 기타 전문 디자인업",1,73209,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",732,전문 디자인업,7320,전문 디자인업,"패션, 섬유류 및 기타 전문 디자인업",1,,,,
1304,749939,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,"그 외 기타 전문, 과학 및 기술 서비스업",7499,"그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",1,73909,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",739,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",1,,,,
1305,749941,M,"전문, 과학 및 기술 서비스업",74,"기타 전문, 과학 및 기술 서비스업",749,"그 외 기타 전문, 과학 및 기술 서비스업",7499,"그 외 기타 전문, 과학 및 기술 서비스업",사업 및 무형 재산권 중개업,1,73903,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",739,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업",사업 및 무형 재산권 중개업,2,2,무형 재산권 중개업,,
1306,749942,M,"전문, 과학 및 기술 서비스업",74,전문 서비스업,749,기타 전문 서비스업,7499,기타 전문 서비스업,기타 전문 서비스업,1,71600,M,"전문, 과학 및 기술 서비스업",71,전문 서비스업,716,기타 전문 서비스업,7160,기타 전문 서비스업,기타 전문 서비스업,1,,,,
1307,852000,M,"전문, 과학 및 기술 서비스업",85,"기타 전문, 과학 및 기술 서비스업",852,수의업,8520,수의업,수의업,1,73100,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",731,수의업,7310,수의업,수의업,1,,,,
1308,930904,M,"전문, 과학 및 기술 서비스업",93,"기타 전문, 과학 및 기술 서비스업",930,사진 촬영 및 처리업,9309,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,1,73301,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",733,사진 촬영 및 처리업,7330,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,2,,예식사진촬영업,,
1309,143200,N,"사업시설 관리, 사업 지원 및 임대 서비스업",14,임대업; 부동산 제외,143,무형 재산권 임대업,1432,무형 재산권 임대업,무형 재산권 임대업,1,76400,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,764,무형 재산권 임대업,7640,무형 재산권 임대업,무형 재산권 임대업,3,,조광료,,
1310,523990,N,"사업시설 관리, 사업 지원 및 임대 서비스업",52,사업 지원 서비스업,523,여행사 및 기타 여행 보조 서비스업,5239,기타 여행 보조 및 예약 서비스업,기타 여행 보조 및 예약 서비스업,1,75290,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,752,여행사 및 기타 여행 보조 서비스업,7529,기타 여행 보조 및 예약 서비스업,기타 여행 보조 및 예약 서비스업,2,,버스표,,
1311,630304,N,"사업시설 관리, 사업 지원 및 임대 서비스업",63,임대업; 부동산 제외,630,운송장비 임대업,6303,자동차 임대업,자동차 임대업(렌트카),1,76110,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,761,운송장비 임대업,7611,자동차 임대업,자동차 임대업,1,,,,
1312,630600,N,"사업시설 관리, 사업 지원 및 임대 서비스업",63,사업 지원 서비스업,630,여행사 및 기타 여행 보조 서비스업,6306,여행사업,여행사업,1,75210,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,752,여행사 및 기타 여행 보조 서비스업,7521,여행사업,여행사업,1,,,,
1313,630601,N,"사업시설 관리, 사업 지원 및 임대 서비스업",63,사업 지원 서비스업,630,여행사 및 기타 여행 보조 서비스업,6306,기타 여행 보조 및 예약 서비스업,기타 여행 보조 및 예약 서비스업,1,75290,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,752,여행사 및 기타 여행 보조 서비스업,7529,기타 여행 보조 및 예약 서비스업,기타 여행 보조 및 예약 서비스업,2,1,,,
1314,659901,N,"사업시설 관리, 사업 지원 및 임대 서비스업",65,사업 지원 서비스업,659,기타 사업 지원 서비스업,6599,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업,1,75999,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,759,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업,7,,상품권 매매업,,
1315,701600,N,"사업시설 관리, 사업 지원 및 임대 서비스업",70,임대업; 부동산 제외,701,무형 재산권 임대업,7016,무형 재산권 임대업,무형 재산권 임대업,1,76400,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,764,무형 재산권 임대업,7640,무형 재산권 임대업,무형 재산권 임대업,3,,광업권자ㆍ조광권자의 채굴에 관한 권리의 대여로 인한 수입,,
1316,712100,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,712,산업용 기계 및 장비 임대업,7121,기타 산업용 기계 및 장비 임대업,기타 산업용 기계 및 장비 임대업,1,76390,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,763,산업용 기계 및 장비 임대업,7639,기타 산업용 기계 및 장비 임대업,기타 산업용 기계 및 장비 임대업,3,,농업용,,
1317,712200,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,712,운송장비 임대업,7122,기타 운송장비 임대업,기타 운송장비 임대업,1,76190,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,761,운송장비 임대업,7619,기타 운송장비 임대업,기타 운송장비 임대업,1,,,,
1318,712201,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,712,산업용 기계 및 장비 임대업,7122,기타 산업용 기계 및 장비 임대업,기타 산업용 기계 및 장비 임대업,1,76390,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,763,산업용 기계 및 장비 임대업,7639,기타 산업용 기계 및 장비 임대업,기타 산업용 기계 및 장비 임대업,3,1,,,
1319,712202,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,712,산업용 기계 및 장비 임대업,7122,건설 및 토목공사용 기계ㆍ장비 임대업,건설 및 토목공사용 기계ㆍ장비 임대업,1,76310,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,763,산업용 기계 및 장비 임대업,7631,건설 및 토목공사용 기계ㆍ장비 임대업,건설 및 토목공사용 기계ㆍ장비 임대업,1,,,,
1320,712203,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,712,산업용 기계 및 장비 임대업,7122,컴퓨터 및 사무용 기계ㆍ장비 임대업,컴퓨터 및 사무용 기계ㆍ장비 임대업,1,76320,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,763,산업용 기계 및 장비 임대업,7632,컴퓨터 및 사무용 기계ㆍ장비 임대업,컴퓨터 및 사무용 기계ㆍ장비 임대업,1,,,,
1321,713001,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,713,개인 및 가정용품 임대업,7130,기타 개인 및 가정용품 임대업,그 외 기타 개인 및 가정용품 임대업,1,76299,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,762,개인 및 가정용품 임대업,7629,기타 개인 및 가정용품 임대업,그 외 기타 개인 및 가정용품 임대업,1,,,,
1322,713002,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,713,개인 및 가정용품 임대업,7130,스포츠 및 레크리에이션 용품 임대업,스포츠 및 레크리에이션 용품 임대업,1,76210,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,762,개인 및 가정용품 임대업,7621,스포츠 및 레크리에이션 용품 임대업,스포츠 및 레크리에이션 용품 임대업,1,,,,
1323,713003,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,713,산업용 기계 및 장비 임대업,7130,기타 산업용 기계 및 장비 임대업,기타 산업용 기계 및 장비 임대업,1,76390,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,763,산업용 기계 및 장비 임대업,7639,기타 산업용 기계 및 장비 임대업,기타 산업용 기계 및 장비 임대업,3,,연극공연 및 영화제작 용품임대,,
1324,713004,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,713,개인 및 가정용품 임대업,7130,음반 및 비디오물 임대업,음반 및 비디오물 임대업,1,76220,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,762,개인 및 가정용품 임대업,7622,음반 및 비디오물 임대업,음반 및 비디오물 임대업,1,,,,
1325,713005,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,713,개인 및 가정용품 임대업,7130,기타 개인 및 가정용품 임대업,서적 임대업,1,76291,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,762,개인 및 가정용품 임대업,7629,기타 개인 및 가정용품 임대업,서적 임대업,1,,,,
1326,713006,N,"사업시설 관리, 사업 지원 및 임대 서비스업",71,임대업; 부동산 제외,713,개인 및 가정용품 임대업,7130,기타 개인 및 가정용품 임대업,의류 임대업,1,76292,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,762,개인 및 가정용품 임대업,7629,기타 개인 및 가정용품 임대업,의류 임대업,2,1,,,
1327,749100,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,고용 알선 및 인력 공급업,7491,고용 알선업,고용 알선업,1,75110,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,751,고용 알선 및 인력 공급업,7511,고용 알선업,고용 알선업,1,,,,
1328,749101,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,고용 알선 및 인력 공급업,7491,인력 공급업,임시 및 일용 인력 공급업,1,75121,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,751,고용 알선 및 인력 공급업,7512,인력 공급업,임시 및 일용 인력 공급업,1,,,,
1329,749102,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,고용 알선 및 인력 공급업,7491,인력 공급업,상용 인력 공급 및 인사관리 서비스업,1,75122,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,751,고용 알선 및 인력 공급업,7512,인력 공급업,상용 인력 공급 및 인사관리 서비스업,1,,,,
1330,749200,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,"경비, 경호 및 탐정업",7492,경비 및 경호 서비스업,경비 및 경호 서비스업,1,75310,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,753,"경비, 경호 및 탐정업",7531,경비 및 경호 서비스업,경비 및 경호 서비스업,1,,,,
1331,749201,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,"경비, 경호 및 탐정업",7492,보안 시스템 서비스업,보안 시스템 서비스업,1,75320,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,753,"경비, 경호 및 탐정업",7532,보안 시스템 서비스업,보안 시스템 서비스업,1,,,,
1332,749300,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,749,건물ㆍ산업설비 청소 및 방제 서비스업,7493,건물 및 산업설비 청소업,건축물 일반 청소업,1,74211,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,742,건물ㆍ산업설비 청소 및 방제 서비스업,7421,건물 및 산업설비 청소업,건축물 일반 청소업,1,,,,
1333,749302,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,749,건물ㆍ산업설비 청소 및 방제 서비스업,7493,"소독, 구충 및 방제 서비스업","소독, 구충 및 방제 서비스업",1,74220,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,742,건물ㆍ산업설비 청소 및 방제 서비스업,7422,"소독, 구충 및 방제 서비스업","소독, 구충 및 방제 서비스업",1,,,,
1334,749303,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,749,조경관리 및 유지 서비스업,7493,조경관리 및 유지 서비스업,조경관리 및 유지 서비스업,1,74300,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,743,조경관리 및 유지 서비스업,7430,조경관리 및 유지 서비스업,조경관리 및 유지 서비스업,1,,,,
1335,749500,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7495,그 외 기타 사업 지원 서비스업,포장 및 충전업,1,75994,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,759,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업,포장 및 충전업,2,1,,,
1336,749601,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7496,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업,1,75999,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,759,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업,7,,종이재단 지원 서비스,,
